text,scenario_id,standard_name,relevance
装置8-二次风量-CH92-AI,thermal_power_boiler,secondary_air_flow,useful
APC_05_kiln_speed_PV_18,cement_rotary_kiln,kiln_speed,required
装置6-top_product_purity-CH53-PV,distillation_column,top_product_purity,required
装置6-EFFLUENT_NH3N-CH95-MEAS,wastewater_aeration,effluent_ammonia,required
PLC.64.main_steam_flow.VALUE,thermal_power_boiler,main_steam_flow,useful
PLC_02_酸碱度_RAW_18,wastewater_aeration,ph,useful
DCS.67.BOTTOM_LEVEL.RAW,distillation_column,bottom_level,useful
A线#PH#测点15,wastewater_aeration,ph,useful
HMI.10.高温风机转速.VALUE,cement_rotary_kiln,id_fan_speed,useful
装置2-熟料游离钙-CH07-RAW,cement_rotary_kiln,clinker_free_lime,required
装置8-feed_flow-CH29-RAW,distillation_column,feed_flow,required
RTU_会议室预约状态_68,thermal_power_boiler,__irrelevant__,irrelevant
PLC_报表模板编号_46,distillation_column,__irrelevant__,irrelevant
SIS.41.TIME.MEAS,cement_rotary_kiln,timestamp,required
HMI_05_窑主电机电流_VALUE_27,cement_rotary_kiln,kiln_current,useful
PLC_账户登录次数_91,wastewater_aeration,__irrelevant__,irrelevant
DCS.28.sootblower_state.RAW,thermal_power_boiler,sootblower_state,useful
PLC_交换机端口状态_29,thermal_power_boiler,__irrelevant__,irrelevant
B线#质量码#测点42,steel_reheating_furnace,data_valid,useful
SIS_会议室预约状态_35,cement_rotary_kiln,__irrelevant__,irrelevant
装置2-AERATION_AIR_FLOW-CH58-PV,wastewater_aeration,aeration_air_flow,required
装置7-给水量-CH38-PV,thermal_power_boiler,feedwater_flow,required
装置8-主汽温度-CH77-RAW,thermal_power_boiler,main_steam_temperature,required
装置6-main_steam_pressure-CH15-RAW,thermal_power_boiler,main_steam_pressure,required
二期#secondary_air_flow#测点36,thermal_power_boiler,secondary_air_flow,useful
PLC_数据库备份状态_17,wastewater_aeration,__irrelevant__,irrelevant
PLC_06_进料流量_VALUE_57,distillation_column,feed_flow,required
APC_02_出炉温度_AI_55,steel_reheating_furnace,slab_discharge_temp,required
装置3-EXHAUST_TEMP-CH37-VALUE,steel_reheating_furnace,flue_gas_temp,useful
RTU.76.air_flow.MEAS,steel_reheating_furnace,air_flow,required
SIS.32.板坯厚度.VALUE,steel_reheating_furnace,slab_thickness,useful
APC_01_KILN_COAL_FEED_VALUE_61,cement_rotary_kiln,coal_feed,required
B线#flue_gas_o2#测点34,steel_reheating_furnace,flue_gas_o2,useful
DCS_01_窑头煤量_RAW_32,cement_rotary_kiln,coal_feed,required
SIS_05_主汽压_RAW_39,thermal_power_boiler,main_steam_pressure,required
装置1-FREE_LIME-CH86-PV,cement_rotary_kiln,clinker_free_lime,required
装置9-溶解氧-CH10-AI,wastewater_aeration,dissolved_oxygen,required
二期#DATETIME#测点56,distillation_column,timestamp,required
装置1-釜温-CH46-PV,distillation_column,bottom_temperature,required
DCS_文件上传时间_25,wastewater_aeration,__irrelevant__,irrelevant
APC_04_UNIT_LOAD_VALUE_66,thermal_power_boiler,unit_load,required
APC_04_产量_RAW_07,steel_reheating_furnace,production_rate,useful
A线#top_temperature#测点27,distillation_column,top_temperature,required
装置8-氧量-CH73-PV,steel_reheating_furnace,flue_gas_o2,useful
HMI_画面刷新周期_61,thermal_power_boiler,__irrelevant__,irrelevant
装置8-SLAB_OUT_TEMP_C-CH02-PV,steel_reheating_furnace,slab_discharge_temp,required
装置5-AFR-CH75-VALUE,steel_reheating_furnace,air_fuel_ratio,useful
PLC_04_raw_meal_feed_RAW_85,cement_rotary_kiln,raw_meal_feed,required
PLC_打印机墨粉余量_80,distillation_column,__irrelevant__,irrelevant
PLC.23.二段炉温.MEAS,steel_reheating_furnace,furnace_zone2_temp,required
PLC_04_clinker_temperature_VALUE_86,cement_rotary_kiln,clinker_temperature,useful
APC_02_MAIN_STEAM_FLOW_VALUE_87,thermal_power_boiler,main_steam_flow,useful
DCS_04_FEEDWATER_FLOW_RAW_31,thermal_power_boiler,feedwater_flow,required
装置6-窑尾氧量-CH39-VALUE,cement_rotary_kiln,kiln_inlet_o2,useful
装置7-总煤量-CH53-RAW,thermal_power_boiler,coal_flow,required
APC_05_calciner_coal_feed_MEAS_86,cement_rotary_kiln,calciner_coal_feed,useful
主控#污水温度#测点32,wastewater_aeration,water_temperature,useful
SIS.76.kiln_outlet_temperature.RAW,cement_rotary_kiln,kiln_outlet_temperature,required
SIS.37.分解炉煤量.PV,cement_rotary_kiln,calciner_coal_feed,useful
RTU_06_furnace_pressure_RAW_12,steel_reheating_furnace,furnace_pressure,useful
APC_01_塔压_RAW_28,distillation_column,column_pressure,useful
SIS_01_塔内压力_AI_10,distillation_column,column_pressure,useful
APC_厂区门禁记录_77,thermal_power_boiler,__irrelevant__,irrelevant
APC.16.喂煤量.VALUE,cement_rotary_kiln,coal_feed,required
二期#时间戳#测点49,distillation_column,timestamp,required
DCS_账户登录次数_41,steel_reheating_furnace,__irrelevant__,irrelevant
SIS_报表模板编号_53,cement_rotary_kiln,__irrelevant__,irrelevant
APC_视频码率_87,wastewater_aeration,__irrelevant__,irrelevant
装置1-TIME-CH22-AI,wastewater_aeration,timestamp,required
APC_数据库备份状态_64,thermal_power_boiler,__irrelevant__,irrelevant
SIS_06_return_sludge_flow_MEAS_33,wastewater_aeration,return_sludge_flow,useful
SIS_02_calciner_coal_feed_VALUE_07,cement_rotary_kiln,calciner_coal_feed,useful
A线#slab_thickness#测点90,steel_reheating_furnace,slab_thickness,useful
APC_打印机墨粉余量_81,cement_rotary_kiln,__irrelevant__,irrelevant
PLC_04_PRIMARY_AIR_FLOW_AI_55,thermal_power_boiler,primary_air_flow,useful
SIS.86.FURNACE_PRESSURE.RAW,steel_reheating_furnace,furnace_pressure,useful
SIS_04_板坯厚度_PV_89,steel_reheating_furnace,slab_thickness,useful
DCS.28.一段炉温.RAW,steel_reheating_furnace,furnace_zone1_temp,required
PLC_办公室湿度_10,distillation_column,__irrelevant__,irrelevant
APC.81.加热段温度.RAW,steel_reheating_furnace,furnace_zone2_temp,required
现场#MAIN_STEAM_TEMP#测点28,thermal_power_boiler,main_steam_temperature,required
APC_06_PA_FLOW_PV_83,thermal_power_boiler,primary_air_flow,useful
主控#一级筒出口温度#测点82,cement_rotary_kiln,preheater_exit_temperature,useful
装置3-预热段炉温-CH42-AI,steel_reheating_furnace,furnace_zone1_temp,required
A线#主蒸汽流量#测点84,thermal_power_boiler,main_steam_flow,useful
DCS.55.raw_meal_feed.AI,cement_rotary_kiln,raw_meal_feed,required
DCS_画面刷新周期_23,steel_reheating_furnace,__irrelevant__,irrelevant
APC_04_炉压_RAW_38,thermal_power_boiler,furnace_pressure,required
DCS_02_blower_frequency_PV_48,wastewater_aeration,blower_frequency,useful
RTU.26.烟气含氧量.RAW,steel_reheating_furnace,flue_gas_o2,useful
SIS.18.timestamp.AI,steel_reheating_furnace,timestamp,required
装置7-INFLUENT_FLOW-CH48-RAW,wastewater_aeration,influent_flow,required
RTU_01_窑尾氧量_PV_07,cement_rotary_kiln,kiln_inlet_o2,useful
DCS_02_负荷_PV_43,thermal_power_boiler,unit_load,required
APC_05_窑入口温度_PV_22,cement_rotary_kiln,kiln_inlet_temperature,required
SIS.67.原料流量.VALUE,distillation_column,feed_flow,required
HMI_账户登录次数_78,thermal_power_boiler,__irrelevant__,irrelevant
DCS.27.TOP_TEMP.PV,distillation_column,top_temperature,required
RTU_报表模板编号_66,wastewater_aeration,__irrelevant__,irrelevant
RTU_02_timestamp_RAW_66,thermal_power_boiler,timestamp,required
A线#timestamp#测点99,thermal_power_boiler,timestamp,required
主控#污水温度#测点50,wastewater_aeration,water_temperature,useful
SIS.62.混合液污泥浓度.PV,wastewater_aeration,mlss,required
DCS_账户登录次数_67,distillation_column,__irrelevant__,irrelevant
HMI.84.RETURN_SLUDGE_FLOW.RAW,wastewater_aeration,return_sludge_flow,useful
二期#烟气含氧量#测点34,thermal_power_boiler,flue_gas_o2,required
RTU.79.KILN_SPEED.MEAS,cement_rotary_kiln,kiln_speed,required
DCS_02_再沸器蒸汽_AI_22,distillation_column,steam_flow,required
RTU_摄像头在线标志_82,cement_rotary_kiln,__irrelevant__,irrelevant
A线#高温风机转速#测点20,cement_rotary_kiln,id_fan_speed,useful
装置2-吹灰器状态-CH68-VALUE,thermal_power_boiler,sootblower_state,useful
DCS.70.坯料宽度.PV,steel_reheating_furnace,slab_width,useful
A线#AIR_FLOW#测点91,steel_reheating_furnace,air_flow,required
PLC.58.effluent_ammonia.MEAS,wastewater_aeration,effluent_ammonia,required
HMI_办公室湿度_49,cement_rotary_kiln,__irrelevant__,irrelevant
RTU.14.data_valid.PV,steel_reheating_furnace,data_valid,useful
主控#DRUM_LEVEL#测点97,thermal_power_boiler,drum_level,useful
1号机组#产量#测点19,steel_reheating_furnace,production_rate,useful
PLC_软件版本说明_57,steel_reheating_furnace,__irrelevant__,irrelevant
装置4-ZONE1_TEMP_C-CH98-MEAS,steel_reheating_furnace,furnace_zone1_temp,required
APC_03_塔底液位_VALUE_26,distillation_column,bottom_level,useful
HMI_02_板坯出炉温度_MEAS_16,steel_reheating_furnace,slab_discharge_temp,required
HMI.87.板坯入炉温度.VALUE,steel_reheating_furnace,slab_entry_temp,useful
DCS_01_回流液流量_AI_80,distillation_column,reflux_flow,required
B线#mlss#测点84,wastewater_aeration,mlss,required
装置1-窑尾含氧量-CH02-MEAS,cement_rotary_kiln,kiln_inlet_o2,useful
SIS.33.KILN_INLET_TEMP.PV,cement_rotary_kiln,kiln_inlet_temperature,required
二期#主汽压#测点68,thermal_power_boiler,main_steam_pressure,required
A线#步进速度#测点23,steel_reheating_furnace,walking_beam_speed,required
RTU_04_主汽温_AI_27,thermal_power_boiler,main_steam_temperature,required
B线#混合液污泥浓度#测点53,wastewater_aeration,mlss,required
DCS_03_OUT_COD_MEAS_47,wastewater_aeration,effluent_cod,required
PLC_03_SOOTBLOWER_STATE_RAW_72,thermal_power_boiler,sootblower_state,useful
B线#均热段温度#测点26,steel_reheating_furnace,furnace_zone3_temp,required
SIS.70.炉压.PV,steel_reheating_furnace,furnace_pressure,useful
A线#kiln_outlet_temperature#测点53,cement_rotary_kiln,kiln_outlet_temperature,required
DCS_交换机端口状态_88,wastewater_aeration,__irrelevant__,irrelevant
RTU.76.kiln_current.AI,cement_rotary_kiln,kiln_current,useful
RTU_视频码率_65,thermal_power_boiler,__irrelevant__,irrelevant
SIS.72.FEEDWATER_FLOW.VALUE,thermal_power_boiler,feedwater_flow,required
APC_值班员电子签名_54,wastewater_aeration,__irrelevant__,irrelevant
装置3-加热段温度-CH53-MEAS,steel_reheating_furnace,furnace_zone2_temp,required
A线#一次风量#测点89,thermal_power_boiler,primary_air_flow,useful
SIS_04_钢坯宽度_VALUE_81,steel_reheating_furnace,slab_width,useful
二期#MAIN_STEAM_PRESSURE#测点9,thermal_power_boiler,main_steam_pressure,required
HMI_01_窑入口温度_PV_38,cement_rotary_kiln,kiln_inlet_temperature,required
装置1-return_sludge_flow-CH21-RAW,wastewater_aeration,return_sludge_flow,useful
PLC.81.PH值.AI,wastewater_aeration,ph,useful
APC.20.RAW_MEAL_FEED.RAW,cement_rotary_kiln,raw_meal_feed,required
现场#炉压#测点61,thermal_power_boiler,furnace_pressure,required
现场#SLAB_THICKNESS#测点39,steel_reheating_furnace,slab_thickness,useful
A线#出炉钢坯温度#测点77,steel_reheating_furnace,slab_discharge_temp,required
A线#塔釜温度#测点8,distillation_column,bottom_temperature,required
SIS_02_SA_FLOW_MEAS_07,thermal_power_boiler,secondary_air_flow,useful
装置4-FLUE_GAS_TEMP-CH95-AI,steel_reheating_furnace,flue_gas_temp,useful
现场#IN_FLOW#测点76,wastewater_aeration,influent_flow,required
APC.41.进料温度.RAW,distillation_column,feed_temperature,useful
APC_巡检照片地址_46,cement_rotary_kiln,__irrelevant__,irrelevant
装置1-风机频率-CH75-VALUE,wastewater_aeration,blower_frequency,useful
APC_06_KILN_CURRENT_AI_79,cement_rotary_kiln,kiln_current,useful
HMI_巡检照片地址_94,distillation_column,__irrelevant__,irrelevant
DCS_文件上传时间_56,distillation_column,__irrelevant__,irrelevant
现场#氧量#测点92,thermal_power_boiler,flue_gas_o2,required
DCS_01_STEAM_FLOW_MEAS_09,distillation_column,steam_flow,required
B线#slab_entry_temp#测点44,steel_reheating_furnace,slab_entry_temp,useful
PLC.57.钢坯宽度.MEAS,steel_reheating_furnace,slab_width,useful
1号机组#炉温3#测点59,steel_reheating_furnace,furnace_zone3_temp,required
SIS_06_FURNACE_PRESSURE_PV_07,steel_reheating_furnace,furnace_pressure,useful
PLC.49.分解炉煤量.MEAS,cement_rotary_kiln,calciner_coal_feed,useful
SIS_办公室湿度_69,thermal_power_boiler,__irrelevant__,irrelevant
A线#FLUE_GAS_O2#测点25,thermal_power_boiler,flue_gas_o2,required
DCS.61.SA_FLOW.VALUE,thermal_power_boiler,secondary_air_flow,useful
PLC_01_COALGAS_FLOW_MEAS_43,steel_reheating_furnace,gas_flow,required
装置5-进水NH3_N-CH19-RAW,wastewater_aeration,influent_ammonia,useful
装置9-timestamp-CH22-PV,cement_rotary_kiln,timestamp,required
装置5-批次号-CH04-PV,steel_reheating_furnace,heat_id,useful
DCS_03_进水化学需氧量_AI_51,wastewater_aeration,influent_cod,required
二期#TS#测点26,steel_reheating_furnace,timestamp,required
B线#塔顶产品纯度#测点87,distillation_column,top_product_purity,required
PLC_软件版本说明_66,distillation_column,__irrelevant__,irrelevant
现场#塔顶压力#测点15,distillation_column,column_pressure,useful
APC_04_steam_flow_AI_65,distillation_column,steam_flow,required
A线#污泥浓度#测点86,wastewater_aeration,mlss,required
1号机组#furnace_temperature#测点92,thermal_power_boiler,furnace_temperature,useful
装置7-water_temperature-CH13-RAW,wastewater_aeration,water_temperature,useful
RTU.49.EXHAUST_TEMP.MEAS,steel_reheating_furnace,flue_gas_temp,useful
现场#TOP_TEMP#测点21,distillation_column,top_temperature,required
DCS_软件版本说明_36,wastewater_aeration,__irrelevant__,irrelevant
RTU_打印机墨粉余量_69,wastewater_aeration,__irrelevant__,irrelevant
装置9-记录时间-CH47-VALUE,distillation_column,timestamp,required
APC_会议室预约状态_47,wastewater_aeration,__irrelevant__,irrelevant
PLC_网络往返时延_36,steel_reheating_furnace,__irrelevant__,irrelevant
RTU_06_C1出口温度_PV_58,cement_rotary_kiln,preheater_exit_temperature,useful
RTU.32.塔顶温度.PV,distillation_column,top_temperature,required
装置9-COALGAS_FLOW-CH25-RAW,steel_reheating_furnace,gas_flow,required
SIS_06_空气燃料比_AI_39,steel_reheating_furnace,air_fuel_ratio,useful
APC_画面刷新周期_84,distillation_column,__irrelevant__,irrelevant
装置7-preheater_exit_temperature-CH71-RAW,cement_rotary_kiln,preheater_exit_temperature,useful
SIS_视频码率_43,steel_reheating_furnace,__irrelevant__,irrelevant
现场#PRIMARY_AIR_FLOW#测点96,thermal_power_boiler,primary_air_flow,useful
DCS_03_给水流量_VALUE_97,thermal_power_boiler,feedwater_flow,required
SIS.62.KILN_OUTLET_TEMP.MEAS,cement_rotary_kiln,kiln_outlet_temperature,required
RTU_05_drum_level_AI_07,thermal_power_boiler,drum_level,useful
装置5-窑出口温度-CH56-VALUE,cement_rotary_kiln,kiln_outlet_temperature,required
主控#GAS_FLOW_NM3H#测点28,steel_reheating_furnace,gas_flow,required
SIS.38.给煤量.AI,thermal_power_boiler,coal_flow,required
APC_巡检照片地址_35,thermal_power_boiler,__irrelevant__,irrelevant
主控#塔釜温度#测点20,distillation_column,bottom_temperature,required
APC.54.VALID.VALUE,steel_reheating_furnace,data_valid,useful
PLC_厂区门禁记录_32,cement_rotary_kiln,__irrelevant__,irrelevant
装置4-PREHEATER_EXIT_TEMP-CH74-MEAS,cement_rotary_kiln,preheater_exit_temperature,useful
DCS_02_influent_ammonia_MEAS_90,wastewater_aeration,influent_ammonia,useful
SIS.88.批次号.VALUE,steel_reheating_furnace,heat_id,useful
HMI_班车到站时间_60,distillation_column,__irrelevant__,irrelevant
DCS.19.id_fan_speed.VALUE,cement_rotary_kiln,id_fan_speed,useful
HMI_05_曝气风量_MEAS_30,wastewater_aeration,aeration_air_flow,required
二期#回流流量#测点4,distillation_column,reflux_flow,required
RTU_会议室预约状态_19,steel_reheating_furnace,__irrelevant__,irrelevant
装置7-出水COD-CH38-MEAS,wastewater_aeration,effluent_cod,required
SIS_06_火焰温度_AI_06,thermal_power_boiler,furnace_temperature,useful
现场#溶解氧#测点28,wastewater_aeration,dissolved_oxygen,required
DCS_03_燃煤量_RAW_62,thermal_power_boiler,coal_flow,required
装置6-鼓风机频率-CH16-RAW,wastewater_aeration,blower_frequency,useful
PLC_网络往返时延_47,cement_rotary_kiln,__irrelevant__,irrelevant
PLC_05_出钢速度_AI_49,steel_reheating_furnace,walking_beam_speed,required
装置9-有功功率-CH55-MEAS,thermal_power_boiler,unit_load,required
APC_值班员电子签名_60,steel_reheating_furnace,__irrelevant__,irrelevant
PLC_鼠标点击计数_32,wastewater_aeration,__irrelevant__,irrelevant
1号机组#furnace_temperature#测点69,thermal_power_boiler,furnace_temperature,useful
RTU_03_进水COD_AI_28,wastewater_aeration,influent_cod,required
装置3-INFLUENT_COD-CH06-AI,wastewater_aeration,influent_cod,required
装置4-炉号-CH52-VALUE,steel_reheating_furnace,heat_id,useful
APC_02_酸碱值_PV_26,wastewater_aeration,ph,useful
APC_文件上传时间_83,steel_reheating_furnace,__irrelevant__,irrelevant
装置1-塔釜温度-CH99-RAW,distillation_column,bottom_temperature,required
RTU.64.coal_feed.VALUE,cement_rotary_kiln,coal_feed,required
PLC_01_f_CaO_VALUE_81,cement_rotary_kiln,clinker_free_lime,required
APC_01_DATETIME_RAW_72,wastewater_aeration,timestamp,required
SIS_05_熟料温度_RAW_75,cement_rotary_kiln,clinker_temperature,useful
二期#DRUM_LEVEL#测点55,thermal_power_boiler,drum_level,useful
PLC_03_曝气池DO_MEAS_05,wastewater_aeration,dissolved_oxygen,required
主控#采集时间#测点36,wastewater_aeration,timestamp,required
现场#塔顶产品纯度#测点4,distillation_column,top_product_purity,required
DCS_04_出水NH3_N_MEAS_36,wastewater_aeration,effluent_ammonia,required
B线#GAS_FLOW_NM3H#测点97,steel_reheating_furnace,gas_flow,required
PLC_05_塔顶压力_AI_79,distillation_column,column_pressure,useful
装置5-feed_temperature-CH49-MEAS,distillation_column,feed_temperature,useful
APC_工单审批人_88,steel_reheating_furnace,__irrelevant__,irrelevant
装置8-FLUE_GAS_O2-CH04-PV,steel_reheating_furnace,flue_gas_o2,useful
DCS_画面刷新周期_61,cement_rotary_kiln,__irrelevant__,irrelevant
HMI_01_记录时间_VALUE_47,cement_rotary_kiln,timestamp,required
RTU_办公室湿度_49,steel_reheating_furnace,__irrelevant__,irrelevant
PLC_值班员电子签名_33,thermal_power_boiler,__irrelevant__,irrelevant
现场#MAIN_STEAM_FLOW#测点50,thermal_power_boiler,main_steam_flow,useful
RTU_报表模板编号_53,steel_reheating_furnace,__irrelevant__,irrelevant
PLC_02_air_flow_MEAS_60,steel_reheating_furnace,air_flow,required
HMI_交换机端口状态_13,steel_reheating_furnace,__irrelevant__,irrelevant
HMI_05_回流液流量_AI_92,distillation_column,reflux_flow,required
PLC.46.ID_FAN_SPEED.AI,cement_rotary_kiln,id_fan_speed,useful
APC_05_水温_RAW_21,wastewater_aeration,water_temperature,useful
B线#窑转速#测点11,cement_rotary_kiln,kiln_speed,required
二期#dissolved_oxygen#测点29,wastewater_aeration,dissolved_oxygen,required
PLC.28.进水量.RAW,wastewater_aeration,influent_flow,required
主控#DATETIME#测点95,thermal_power_boiler,timestamp,required
现场#MAIN_STEAM_TEMP#测点78,thermal_power_boiler,main_steam_temperature,required
SIS_摄像头在线标志_81,distillation_column,__irrelevant__,irrelevant
A线#flue_gas_o2#测点68,thermal_power_boiler,flue_gas_o2,required
SIS_01_塔底液位_PV_11,distillation_column,bottom_level,useful
APC.21.EXHAUST_TEMP.MEAS,steel_reheating_furnace,flue_gas_temp,useful
A线#采集时间#测点82,wastewater_aeration,timestamp,required
APC_02_SLAB_IN_TEMP_MEAS_89,steel_reheating_furnace,slab_entry_temp,useful
PLC_03_小时产量_MEAS_77,steel_reheating_furnace,production_rate,useful
APC_日报打印次数_97,distillation_column,__irrelevant__,irrelevant
APC_06_coal_flow_VALUE_68,thermal_power_boiler,coal_flow,required
SIS_工单审批人_54,wastewater_aeration,__irrelevant__,irrelevant
DCS_03_return_sludge_flow_RAW_42,wastewater_aeration,return_sludge_flow,useful
HMI_05_蒸汽流量_VALUE_48,distillation_column,steam_flow,required
PLC.34.CLINKER_TEMP.PV,cement_rotary_kiln,clinker_temperature,useful
1号机组#钢坯宽度#测点55,steel_reheating_furnace,slab_width,useful
SIS_05_INFLUENT_FLOW_AI_49,wastewater_aeration,influent_flow,required
装置1-板坯入炉温度-CH85-PV,steel_reheating_furnace,slab_entry_temp,useful
装置6-出窑熟料温度-CH36-AI,cement_rotary_kiln,clinker_temperature,useful
DCS.34.窑尾温度.VALUE,cement_rotary_kiln,kiln_inlet_temperature,required
DCS_文件上传时间_93,thermal_power_boiler,__irrelevant__,irrelevant
SIS_02_FURNACE_TEMP_RAW_26,thermal_power_boiler,furnace_temperature,useful
SIS_值班员电子签名_78,cement_rotary_kiln,__irrelevant__,irrelevant
APC_03_有功功率_MEAS_28,thermal_power_boiler,unit_load,required
HMI_05_原料流量_AI_48,distillation_column,feed_flow,required
现场#塔顶纯度#测点12,distillation_column,top_product_purity,required
RTU.67.均热段温度.AI,steel_reheating_furnace,furnace_zone3_temp,required
装置9-PRODUCTION_RATE-CH09-VALUE,steel_reheating_furnace,production_rate,useful
A线#一段炉温#测点35,steel_reheating_furnace,furnace_zone1_temp,required
RTU.84.时间戳.RAW,cement_rotary_kiln,timestamp,required
装置8-窑转速-CH44-PV,cement_rotary_kiln,kiln_speed,required
HMI.50.OUT_COD.PV,wastewater_aeration,effluent_cod,required
PLC.30.timestamp.RAW,steel_reheating_furnace,timestamp,required
二期#时间戳#测点76,thermal_power_boiler,timestamp,required
装置1-AERATION_AIR_FLOW-CH46-VALUE,wastewater_aeration,aeration_air_flow,required
主控#风量#测点79,steel_reheating_furnace,air_flow,required
APC_01_记录时间_MEAS_72,distillation_column,timestamp,required
装置3-SOOTBLOWER_STATE-CH08-MEAS,thermal_power_boiler,sootblower_state,useful
